order_id,order_date,category,order_value,city,city_tier,warehouse,payment_method,dispatch_date,delivery_date,delivery_status,is_returned,return_initiated_date,return_reason,refund_completed_date,refund_status,refund_delay_days,sla_breach,order_to_dispatch_days,dispatch_to_delivery_days,total_delivery_days,delivery_to_return_days,order_month,order_month_name,order_day_of_week,price_bucket,return_window,is_metro,is_cod,supply_chain_failure,high_value
ORD845981,2024-11-27,Bottoms,1918,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-11-29,2024-12-06,Delivered,False,,,,,,,2,7.0,9.0,,11,November,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD359201,2024-10-29,Accessories,1335,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-10-31,2024-11-07,Delivered,False,,,,,,,2,7.0,9.0,,10,October,Tuesday,Mid (₹1-2K),,True,False,False,False
ORD603342,2024-10-28,Bottoms,1521,Pune,Metro,WH_Bangalore,Prepaid,2024-10-30,2024-11-03,Delivered,False,,,,,,,2,4.0,6.0,,10,October,Monday,Mid (₹1-2K),,True,False,False,False
ORD161983,2025-03-31,Tops,962,Kolkata,Metro,WH_Kolkata,COD,2025-04-02,2025-04-07,Delivered,False,,,,,,,2,5.0,7.0,,3,March,Monday,Budget (<₹1K),,True,True,False,False
ORD359191,2024-12-14,Bottoms,2045,Jaipur,Tier2,WH_Mumbai,Prepaid,2024-12-15,2024-12-20,Delivered,False,,,,,,,1,5.0,6.0,,12,December,Saturday,Premium (₹2-3K),,False,False,False,True
ORD884661,2025-02-05,Bottoms,1199,Coimbatore,Tier2,WH_Mumbai,COD,2025-02-07,2025-02-11,Delivered,False,,,,,,,2,4.0,6.0,,2,February,Wednesday,Mid (₹1-2K),,False,True,False,False
ORD394933,2025-01-23,Accessories,1489,Coimbatore,Tier2,WH_Bangalore,Prepaid,2025-01-26,2025-01-31,Delivered,False,,,,,,,3,5.0,8.0,,1,January,Thursday,Mid (₹1-2K),,False,False,False,False
ORD202141,2024-10-06,Tops,716,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-08,2024-10-12,Delivered,False,,,,,,,2,4.0,6.0,,10,October,Sunday,Budget (<₹1K),,True,True,False,False
ORD733418,2024-10-26,Footwear,1962,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-29,2024-11-04,Delivered,False,,,,,,,3,6.0,9.0,,10,October,Saturday,Mid (₹1-2K),,True,True,False,False
ORD625642,2024-12-25,Accessories,790,Nashik,Tier3,WH_Bangalore,Prepaid,2024-12-28,2025-01-06,Delivered,False,,,,,,,3,9.0,12.0,,12,December,Wednesday,Budget (<₹1K),,False,False,False,False
ORD183075,2025-02-10,Tops,1989,Nashik,Tier3,WH_Delhi,Prepaid,2025-02-11,2025-02-19,Delivered,False,,,,,,,1,8.0,9.0,,2,February,Monday,Mid (₹1-2K),,False,False,False,False
ORD500660,2024-12-27,Footwear,3064,Hyderabad,Metro,WH_Hyderabad,COD,2024-12-28,2025-01-04,Delivered,False,,,,,,,1,7.0,8.0,,12,December,Friday,Luxury (>₹3K),,True,True,False,True
ORD186300,2025-03-03,Bottoms,1565,Chennai,Metro,WH_Bangalore,COD,2025-03-05,2025-03-11,Delivered,False,,,,,,,2,6.0,8.0,,3,March,Monday,Mid (₹1-2K),,True,True,False,False
ORD805650,2024-10-13,Accessories,835,Bangalore,Metro,WH_Bangalore,COD,2024-10-15,2024-10-18,Delivered,False,,,,,,,2,3.0,5.0,,10,October,Sunday,Budget (<₹1K),,True,True,False,False
ORD657856,2025-03-21,Accessories,329,Pune,Metro,WH_Hyderabad,Prepaid,2025-03-22,2025-03-28,Delivered,False,,,,,,,1,6.0,7.0,,3,March,Friday,Budget (<₹1K),,True,False,False,False
ORD905382,2025-03-08,Accessories,405,Pune,Metro,WH_Kolkata,COD,2025-03-10,2025-03-15,Delivered,False,,,,,,,2,5.0,7.0,,3,March,Saturday,Budget (<₹1K),,True,True,False,False
ORD848652,2024-10-16,Bottoms,801,Delhi,Metro,WH_Delhi,Prepaid,2024-10-19,2024-10-25,Delivered,False,,,,,,,3,6.0,9.0,,10,October,Wednesday,Budget (<₹1K),,True,False,False,False
ORD230667,2024-10-26,Tops,1553,Delhi,Metro,WH_Delhi,Prepaid,2024-10-27,2024-11-01,Delivered,False,,,,,,,1,5.0,6.0,,10,October,Saturday,Mid (₹1-2K),,True,False,False,False
ORD161670,2025-01-15,Tops,1352,Delhi,Metro,WH_Delhi,Prepaid,2025-01-17,2025-01-20,Delivered,False,,,,,,,2,3.0,5.0,,1,January,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD826449,2025-01-03,Bottoms,1980,Raipur,Tier3,WH_Kolkata,Prepaid,2025-01-06,2025-01-14,Delivered,False,,,,,,,3,8.0,11.0,,1,January,Friday,Mid (₹1-2K),,False,False,False,False
ORD440199,2025-01-23,Tops,1769,Chennai,Metro,WH_Bangalore,COD,2025-01-24,2025-01-30,Delivered,False,,,,,,,1,6.0,7.0,,1,January,Thursday,Mid (₹1-2K),,True,True,False,False
ORD496644,2024-11-21,Tops,567,Pune,Metro,WH_Bangalore,COD,2024-11-24,2024-11-30,Delivered,False,,,,,,,3,6.0,9.0,,11,November,Thursday,Budget (<₹1K),,True,True,False,False
ORD421596,2025-02-24,Bottoms,2852,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-27,2025-03-05,Delivered,False,,,,,,,3,6.0,9.0,,2,February,Monday,Premium (₹2-3K),,True,False,False,True
ORD195577,2024-12-18,Tops,582,Hyderabad,Metro,WH_Hyderabad,COD,2024-12-21,2024-12-25,Delivered,False,,,,,,,3,4.0,7.0,,12,December,Wednesday,Budget (<₹1K),,True,True,False,False
ORD698100,2025-02-12,Dresses,1865,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-13,2025-02-19,Delivered,False,,,,,,,1,6.0,7.0,,2,February,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD527889,2025-01-24,Tops,1704,Pune,Metro,WH_Mumbai,COD,2025-01-25,2025-01-28,Delivered,False,,,,,,,1,3.0,4.0,,1,January,Friday,Mid (₹1-2K),,True,True,False,False
ORD311138,2024-12-11,Accessories,1464,Delhi,Metro,WH_Delhi,Prepaid,2024-12-12,2024-12-18,Delivered,False,,,,,,,1,6.0,7.0,,12,December,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD979479,2025-01-05,Bottoms,1171,Kolkata,Metro,WH_Kolkata,Prepaid,2025-01-06,2025-01-09,Delivered,False,,,,,,,1,3.0,4.0,,1,January,Sunday,Mid (₹1-2K),,True,False,False,False
ORD216207,2025-03-23,Bottoms,2632,Pune,Metro,WH_Kolkata,COD,2025-03-26,2025-04-02,Delivered,False,,,,,,,3,7.0,10.0,,3,March,Sunday,Premium (₹2-3K),,True,True,False,True
ORD531970,2024-10-21,Accessories,1370,Delhi,Metro,WH_Delhi,COD,2024-10-24,2024-10-27,Delivered,False,,,,,,,3,3.0,6.0,,10,October,Monday,Mid (₹1-2K),,True,True,False,False
ORD874256,2025-01-07,Bottoms,1275,Mumbai,Metro,WH_Mumbai,COD,2025-01-09,2025-01-12,Delivered,False,,,,,,,2,3.0,5.0,,1,January,Tuesday,Mid (₹1-2K),,True,True,False,False
ORD768687,2025-02-03,Dresses,1181,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-05,2025-02-10,Delivered,False,,,,,,,2,5.0,7.0,,2,February,Monday,Mid (₹1-2K),,True,False,False,False
ORD123697,2024-10-29,Accessories,407,Raipur,Tier3,WH_Hyderabad,Prepaid,2024-10-30,2024-11-11,Delivered,False,,,,,,,1,12.0,13.0,,10,October,Tuesday,Budget (<₹1K),,False,False,False,False
ORD255448,2024-11-06,Footwear,1856,Chennai,Metro,WH_Bangalore,Prepaid,2024-11-07,2024-11-13,Delivered,False,,,,,,,1,6.0,7.0,,11,November,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD241402,2025-03-17,Footwear,1659,Rajkot,Tier3,WH_Mumbai,Prepaid,2025-03-19,2025-03-29,Delivered,False,,,,,,,2,10.0,12.0,,3,March,Monday,Mid (₹1-2K),,False,False,False,False
ORD517346,2025-03-12,Bottoms,1316,Nagpur,Tier2,WH_Hyderabad,COD,2025-03-14,2025-03-20,Delivered,False,,,,,,,2,6.0,8.0,,3,March,Wednesday,Mid (₹1-2K),,False,True,False,False
ORD432246,2024-11-29,Bottoms,1027,Kochi,Tier2,WH_Kolkata,COD,2024-11-30,2024-12-09,Delivered,False,,,,,,,1,9.0,10.0,,11,November,Friday,Mid (₹1-2K),,False,True,False,False
ORD350679,2024-10-29,Accessories,317,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-10-30,2024-11-03,Delivered,False,,,,,,,1,4.0,5.0,,10,October,Tuesday,Budget (<₹1K),,True,False,False,False
ORD194252,2025-01-25,Footwear,3164,Kochi,Tier2,WH_Mumbai,COD,2025-01-28,2025-02-06,Delivered,False,,,,,,,3,9.0,12.0,,1,January,Saturday,Luxury (>₹3K),,False,True,False,True
ORD443554,2025-02-05,Footwear,2720,Chennai,Metro,WH_Bangalore,Prepaid,2025-02-07,2025-02-11,Delivered,False,,,,,,,2,4.0,6.0,,2,February,Wednesday,Premium (₹2-3K),,True,False,False,True
ORD582171,2024-11-16,Tops,1962,Kochi,Tier2,WH_Bangalore,Prepaid,2024-11-18,2024-11-23,Delivered,False,,,,,,,2,5.0,7.0,,11,November,Saturday,Mid (₹1-2K),,False,False,False,False
ORD167118,2024-12-30,Bottoms,2571,Nagpur,Tier2,WH_Kolkata,Prepaid,2025-01-02,2025-01-06,Delivered,False,,,,,,,3,4.0,7.0,,12,December,Monday,Premium (₹2-3K),,False,False,False,True
ORD729365,2025-01-27,Tops,1035,Hyderabad,Metro,WH_Hyderabad,COD,2025-01-30,2025-02-03,Delivered,False,,,,,,,3,4.0,7.0,,1,January,Monday,Mid (₹1-2K),,True,True,False,False
ORD824325,2025-01-12,Bottoms,1142,Mumbai,Metro,WH_Mumbai,COD,2025-01-15,2025-01-20,Delivered,False,,,,,,,3,5.0,8.0,,1,January,Sunday,Mid (₹1-2K),,True,True,False,False
ORD562073,2025-04-01,Tops,586,Hyderabad,Metro,WH_Hyderabad,COD,2025-04-02,2025-04-06,Delivered,False,,,,,,,1,4.0,5.0,,4,April,Tuesday,Budget (<₹1K),,True,True,False,False
ORD919103,2025-03-14,Bottoms,2941,Nagpur,Tier2,WH_Hyderabad,Prepaid,2025-03-16,2025-03-20,Delivered,False,,,,,,,2,4.0,6.0,,3,March,Friday,Premium (₹2-3K),,False,False,False,True
ORD759801,2024-12-10,Accessories,706,Bangalore,Metro,WH_Bangalore,Prepaid,2024-12-12,2024-12-19,Delivered,False,,,,,,,2,7.0,9.0,,12,December,Tuesday,Budget (<₹1K),,True,False,False,False
ORD368174,2024-11-06,Tops,1275,Chennai,Metro,WH_Bangalore,COD,2024-11-07,2024-11-14,Delivered,False,,,,,,,1,7.0,8.0,,11,November,Wednesday,Mid (₹1-2K),,True,True,False,False
ORD663061,2024-11-28,Tops,988,Pune,Metro,WH_Mumbai,Prepaid,2024-11-30,2024-12-07,Delivered,False,,,,,,,2,7.0,9.0,,11,November,Thursday,Budget (<₹1K),,True,False,False,False
ORD791979,2025-03-31,Accessories,706,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-04-01,2025-04-08,Delivered,False,,,,,,,1,7.0,8.0,,3,March,Monday,Budget (<₹1K),,True,False,False,False
ORD302869,2024-12-16,Tops,821,Bangalore,Metro,WH_Bangalore,Prepaid,2024-12-18,2024-12-23,Delivered,False,,,,,,,2,5.0,7.0,,12,December,Monday,Budget (<₹1K),,True,False,False,False
ORD958064,2025-03-21,Accessories,936,Coimbatore,Tier2,WH_Delhi,Prepaid,2025-03-22,2025-03-27,Delivered,False,,,,,,,1,5.0,6.0,,3,March,Friday,Budget (<₹1K),,False,False,False,False
ORD397684,2025-01-22,Footwear,2468,Guwahati,Tier3,WH_Bangalore,Prepaid,2025-01-24,2025-01-31,Delivered,False,,,,,,,2,7.0,9.0,,1,January,Wednesday,Premium (₹2-3K),,False,False,False,True
ORD578993,2024-10-09,Footwear,2687,Kochi,Tier2,WH_Bangalore,Prepaid,2024-10-10,2024-10-18,Delivered,False,,,,,,,1,8.0,9.0,,10,October,Wednesday,Premium (₹2-3K),,False,False,False,True
ORD944092,2025-02-07,Footwear,2332,Visakhapatnam,Tier2,WH_Mumbai,COD,2025-02-09,2025-02-17,Delivered,False,,,,,,,2,8.0,10.0,,2,February,Friday,Premium (₹2-3K),,False,True,False,True
ORD353715,2025-03-22,Footwear,3198,Pune,Metro,WH_Mumbai,Prepaid,2025-03-24,2025-03-30,Delivered,False,,,,,,,2,6.0,8.0,,3,March,Saturday,Luxury (>₹3K),,True,False,False,True
ORD286979,2025-02-06,Footwear,2387,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-07,2025-02-13,Delivered,False,,,,,,,1,6.0,7.0,,2,February,Thursday,Premium (₹2-3K),,True,False,False,True
ORD380941,2024-12-23,Tops,1883,Pune,Metro,WH_Mumbai,Prepaid,2024-12-25,2024-12-30,Delivered,False,,,,,,,2,5.0,7.0,,12,December,Monday,Mid (₹1-2K),,True,False,False,False
ORD800504,2025-01-02,Dresses,3332,Visakhapatnam,Tier2,WH_Mumbai,Prepaid,2025-01-05,2025-01-12,Delivered,False,,,,,,,3,7.0,10.0,,1,January,Thursday,Luxury (>₹3K),,False,False,False,True
ORD237198,2024-11-05,Bottoms,1372,Mumbai,Metro,WH_Mumbai,Prepaid,2024-11-06,2024-11-13,Delivered,False,,,,,,,1,7.0,8.0,,11,November,Tuesday,Mid (₹1-2K),,True,False,False,False
ORD937643,2025-02-02,Bottoms,2105,Kochi,Tier2,WH_Kolkata,COD,2025-02-03,2025-02-10,Delivered,False,,,,,,,1,7.0,8.0,,2,February,Sunday,Premium (₹2-3K),,False,True,False,True
ORD579561,2025-02-03,Accessories,616,Jaipur,Tier2,WH_Delhi,COD,2025-02-06,2025-02-15,Delivered,False,,,,,,,3,9.0,12.0,,2,February,Monday,Budget (<₹1K),,False,True,False,False
ORD245522,2024-11-24,Tops,1784,Mumbai,Metro,WH_Mumbai,Prepaid,2024-11-26,2024-11-29,Delivered,False,,,,,,,2,3.0,5.0,,11,November,Sunday,Mid (₹1-2K),,True,False,False,False
ORD879784,2024-12-08,Footwear,1764,Nagpur,Tier2,WH_Bangalore,COD,2024-12-11,2024-12-19,Delivered,False,,,,,,,3,8.0,11.0,,12,December,Sunday,Mid (₹1-2K),,False,True,False,False
ORD814625,2025-02-03,Footwear,2284,Lucknow,Tier2,WH_Mumbai,Prepaid,2025-02-04,2025-02-11,Delivered,False,,,,,,,1,7.0,8.0,,2,February,Monday,Premium (₹2-3K),,False,False,False,True
ORD331543,2025-01-10,Dresses,2823,Bhubaneswar,Tier3,WH_Kolkata,COD,2025-01-12,2025-01-23,Delivered,False,,,,,,,2,11.0,13.0,,1,January,Friday,Premium (₹2-3K),,False,True,False,True
ORD745528,2024-11-10,Tops,1117,Delhi,Metro,WH_Delhi,COD,2024-11-13,2024-11-16,Delivered,False,,,,,,,3,3.0,6.0,,11,November,Sunday,Mid (₹1-2K),,True,True,False,False
ORD764980,2025-01-15,Tops,835,Pune,Metro,WH_Hyderabad,COD,2025-01-18,2025-01-22,Delivered,False,,,,,,,3,4.0,7.0,,1,January,Wednesday,Budget (<₹1K),,True,True,False,False
ORD426013,2024-11-11,Accessories,399,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-13,2024-11-20,Delivered,False,,,,,,,2,7.0,9.0,,11,November,Monday,Budget (<₹1K),,True,False,False,False
ORD775340,2024-10-27,Tops,1935,Hyderabad,Metro,WH_Hyderabad,COD,2024-10-28,2024-11-01,Delivered,False,,,,,,,1,4.0,5.0,,10,October,Sunday,Mid (₹1-2K),,True,True,False,False
ORD270312,2025-02-17,Tops,524,Kolkata,Metro,WH_Kolkata,COD,2025-02-20,2025-02-25,Delivered,False,,,,,,,3,5.0,8.0,,2,February,Monday,Budget (<₹1K),,True,True,False,False
ORD754913,2025-01-30,Tops,547,Nashik,Tier3,WH_Delhi,Prepaid,2025-02-02,2025-02-14,Delivered,False,,,,,,,3,12.0,15.0,,1,January,Thursday,Budget (<₹1K),,False,False,False,False
ORD834792,2024-12-09,Footwear,2403,Pune,Metro,WH_Delhi,Prepaid,2024-12-11,2024-12-18,Delivered,False,,,,,,,2,7.0,9.0,,12,December,Monday,Premium (₹2-3K),,True,False,False,True
ORD569493,2025-01-29,Tops,1754,Kochi,Tier2,WH_Mumbai,COD,2025-02-01,2025-02-05,Delivered,False,,,,,,,3,4.0,7.0,,1,January,Wednesday,Mid (₹1-2K),,False,True,False,False
ORD574985,2025-01-10,Tops,1186,Mysore,Tier3,WH_Delhi,COD,2025-01-11,2025-01-18,Delivered,False,,,,,,,1,7.0,8.0,,1,January,Friday,Mid (₹1-2K),,False,True,False,False
ORD286828,2025-03-19,Footwear,974,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-22,2025-03-26,Delivered,False,,,,,,,3,4.0,7.0,,3,March,Wednesday,Budget (<₹1K),,True,False,False,False
ORD361534,2025-02-12,Footwear,1415,Jaipur,Tier2,WH_Delhi,Prepaid,2025-02-14,2025-02-18,Delivered,False,,,,,,,2,4.0,6.0,,2,February,Wednesday,Mid (₹1-2K),,False,False,False,False
ORD365574,2024-12-10,Tops,1171,Bangalore,Metro,WH_Bangalore,Prepaid,2024-12-13,2024-12-20,Delivered,False,,,,,,,3,7.0,10.0,,12,December,Tuesday,Mid (₹1-2K),,True,False,False,False
ORD740840,2025-01-13,Accessories,523,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-15,2025-01-22,Delivered,False,,,,,,,2,7.0,9.0,,1,January,Monday,Budget (<₹1K),,True,False,False,False
ORD302822,2025-01-04,Accessories,1149,Pune,Metro,WH_Bangalore,Prepaid,2025-01-07,2025-01-14,Delivered,False,,,,,,,3,7.0,10.0,,1,January,Saturday,Mid (₹1-2K),,True,False,False,False
ORD985907,2025-01-07,Footwear,764,Visakhapatnam,Tier2,WH_Bangalore,COD,2025-01-10,2025-01-15,Delivered,False,,,,,,,3,5.0,8.0,,1,January,Tuesday,Budget (<₹1K),,False,True,False,False
ORD905890,2024-12-22,Footwear,3238,Delhi,Metro,WH_Delhi,COD,2024-12-23,2024-12-28,Delivered,False,,,,,,,1,5.0,6.0,,12,December,Sunday,Luxury (>₹3K),,True,True,False,True
ORD828726,2025-03-13,Bottoms,1206,Pune,Metro,WH_Bangalore,Prepaid,2025-03-14,2025-03-20,Delivered,False,,,,,,,1,6.0,7.0,,3,March,Thursday,Mid (₹1-2K),,True,False,False,False
ORD573705,2024-11-25,Bottoms,1508,Hyderabad,Metro,WH_Hyderabad,COD,2024-11-26,2024-12-02,Delivered,False,,,,,,,1,6.0,7.0,,11,November,Monday,Mid (₹1-2K),,True,True,False,False
ORD127983,2025-01-30,Tops,1345,Kolkata,Metro,WH_Kolkata,Prepaid,2025-02-02,2025-02-09,Delivered,False,,,,,,,3,7.0,10.0,,1,January,Thursday,Mid (₹1-2K),,True,False,False,False
ORD342346,2025-03-11,Footwear,2046,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-14,2025-03-18,Delivered,False,,,,,,,3,4.0,7.0,,3,March,Tuesday,Premium (₹2-3K),,True,False,False,True
ORD990676,2025-01-05,Dresses,3588,Bangalore,Metro,WH_Bangalore,Prepaid,2025-01-07,2025-01-12,Delivered,False,,,,,,,2,5.0,7.0,,1,January,Sunday,Luxury (>₹3K),,True,False,False,True
ORD850395,2024-10-07,Tops,964,Visakhapatnam,Tier2,WH_Delhi,Prepaid,2024-10-10,2024-10-15,Delivered,False,,,,,,,3,5.0,8.0,,10,October,Monday,Budget (<₹1K),,False,False,False,False
ORD114075,2025-02-10,Bottoms,1895,Visakhapatnam,Tier2,WH_Kolkata,COD,2025-02-11,2025-02-16,Delivered,False,,,,,,,1,5.0,6.0,,2,February,Monday,Mid (₹1-2K),,False,True,False,False
ORD884267,2025-04-01,Footwear,1985,Bhubaneswar,Tier3,WH_Hyderabad,Prepaid,2025-04-04,2025-04-12,Delivered,False,,,,,,,3,8.0,11.0,,4,April,Tuesday,Mid (₹1-2K),,False,False,False,False
ORD828153,2025-02-06,Accessories,1182,Visakhapatnam,Tier2,WH_Hyderabad,COD,2025-02-08,2025-02-14,Delivered,False,,,,,,,2,6.0,8.0,,2,February,Thursday,Mid (₹1-2K),,False,True,False,False
ORD280496,2025-03-05,Accessories,1319,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-07,2025-03-12,Delivered,False,,,,,,,2,5.0,7.0,,3,March,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD845452,2025-03-22,Tops,543,Kochi,Tier2,WH_Hyderabad,Prepaid,2025-03-24,2025-03-30,Delivered,False,,,,,,,2,6.0,8.0,,3,March,Saturday,Budget (<₹1K),,False,False,False,False
ORD797557,2025-03-30,Tops,1691,Delhi,Metro,WH_Delhi,Prepaid,2025-04-02,2025-04-07,Delivered,False,,,,,,,3,5.0,8.0,,3,March,Sunday,Mid (₹1-2K),,True,False,False,False
ORD197850,2024-12-27,Tops,558,Kolkata,Metro,WH_Kolkata,Prepaid,2024-12-29,2025-01-03,Delivered,False,,,,,,,2,5.0,7.0,,12,December,Friday,Budget (<₹1K),,True,False,False,False
ORD355105,2025-02-22,Tops,1606,Mysore,Tier3,WH_Kolkata,Prepaid,2025-02-23,2025-03-01,Delivered,False,,,,,,,1,6.0,7.0,,2,February,Saturday,Mid (₹1-2K),,False,False,False,False
ORD964827,2025-03-03,Tops,609,Kolkata,Metro,WH_Kolkata,Prepaid,2025-03-04,2025-03-11,Delivered,False,,,,,,,1,7.0,8.0,,3,March,Monday,Budget (<₹1K),,True,False,False,False
ORD492917,2024-10-18,Tops,1262,Nagpur,Tier2,WH_Delhi,Prepaid,2024-10-19,2024-10-28,Delivered,False,,,,,,,1,9.0,10.0,,10,October,Friday,Mid (₹1-2K),,False,False,False,False
ORD202767,2025-02-19,Tops,1789,Chennai,Metro,WH_Bangalore,Prepaid,2025-02-20,2025-02-23,Delivered,False,,,,,,,1,3.0,4.0,,2,February,Wednesday,Mid (₹1-2K),,True,False,False,False
ORD471819,2024-12-17,Bottoms,2059,Chennai,Metro,WH_Bangalore,COD,2024-12-20,2024-12-24,Delivered,False,,,,,,,3,4.0,7.0,,12,December,Tuesday,Premium (₹2-3K),,True,True,False,True
ORD904084,2024-12-05,Footwear,2129,Bhubaneswar,Tier3,WH_Mumbai,Prepaid,2024-12-08,2024-12-20,Delivered,False,,,,,,,3,12.0,15.0,,12,December,Thursday,Premium (₹2-3K),,False,False,False,True
ORD645026,2025-03-09,Accessories,427,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-12,2025-03-19,Delivered,False,,,,,,,3,7.0,10.0,,3,March,Sunday,Budget (<₹1K),,True,False,False,False
ORD608520,2025-01-22,Bottoms,2695,Hyderabad,Metro,WH_Hyderabad,COD,2025-01-23,2025-01-29,Delivered,False,,,,,,,1,6.0,7.0,,1,January,Wednesday,Premium (₹2-3K),,True,True,False,True
ORD978057,2024-10-31,Dresses,3422,Pune,Metro,WH_Delhi,Prepaid,2024-11-01,2024-11-06,Delivered,False,,,,,,,1,5.0,6.0,,10,October,Thursday,Luxury (>₹3K),,True,False,False,True
ORD835993,2024-10-05,Accessories,918,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-10-06,2024-10-11,Delivered,False,,,,,,,1,5.0,6.0,,10,October,Saturday,Budget (<₹1K),,True,False,False,False
ORD540834,2024-11-01,Accessories,866,Pune,Metro,WH_Kolkata,COD,2024-11-03,2024-11-08,Delivered,False,,,,,,,2,5.0,7.0,,11,November,Friday,Budget (<₹1K),,True,True,False,False
ORD324848,2025-02-17,Footwear,2954,Ranchi,Tier3,WH_Delhi,Prepaid,2025-02-18,2025-02-26,Delivered,False,,,,,,,1,8.0,9.0,,2,February,Monday,Premium (₹2-3K),,False,False,False,True
ORD331033,2024-12-14,Accessories,307,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-15,2024-12-20,Delivered,False,,,,,,,1,5.0,6.0,,12,December,Saturday,Budget (<₹1K),,True,False,False,False
ORD638215,2024-12-27,Tops,1857,Mumbai,Metro,WH_Mumbai,COD,2024-12-30,2025-01-06,Delivered,False,,,,,,,3,7.0,10.0,,12,December,Friday,Mid (₹1-2K),,True,True,False,False
ORD329023,2025-02-25,Footwear,1484,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-26,2025-03-05,Delivered,False,,,,,,,1,7.0,8.0,,2,February,Tuesday,Mid (₹1-2K),,True,False,False,False
ORD630353,2024-11-23,Tops,1201,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-26,2024-11-29,Delivered,False,,,,,,,3,3.0,6.0,,11,November,Saturday,Mid (₹1-2K),,True,False,False,False
ORD858504,2024-10-03,Footwear,2815,Delhi,Metro,WH_Delhi,Prepaid,2024-10-06,2024-10-09,Delivered,False,,,,,,,3,3.0,6.0,,10,October,Thursday,Premium (₹2-3K),,True,False,False,True
ORD258211,2024-10-29,Accessories,630,Mumbai,Metro,WH_Mumbai,COD,2024-11-01,2024-11-08,Delivered,False,,,,,,,3,7.0,10.0,,10,October,Tuesday,Budget (<₹1K),,True,True,False,False
ORD938054,2025-01-05,Dresses,2559,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-07,2025-01-12,Delivered,False,,,,,,,2,5.0,7.0,,1,January,Sunday,Premium (₹2-3K),,True,False,False,True
ORD364298,2025-02-21,Tops,1812,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-22,2025-02-26,Delivered,False,,,,,,,1,4.0,5.0,,2,February,Friday,Mid (₹1-2K),,True,False,False,False
ORD727097,2025-01-07,Accessories,632,Mysore,Tier3,WH_Bangalore,Prepaid,2025-01-09,2025-01-18,Delivered,False,,,,,,,2,9.0,11.0,,1,January,Tuesday,Budget (<₹1K),,False,False,False,False
ORD615417,2025-02-03,Tops,930,Nagpur,Tier2,WH_Hyderabad,Prepaid,2025-02-04,2025-02-08,Delivered,False,,,,,,,1,4.0,5.0,,2,February,Monday,Budget (<₹1K),,False,False,False,False
ORD485024,2025-01-15,Footwear,2360,Mumbai,Metro,WH_Mumbai,COD,2025-01-18,2025-01-23,Delivered,False,,,,,,,3,5.0,8.0,,1,January,Wednesday,Premium (₹2-3K),,True,True,False,True
ORD562196,2024-10-05,Footwear,3450,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-08,2024-10-15,Delivered,False,,,,,,,3,7.0,10.0,,10,October,Saturday,Luxury (>₹3K),,True,False,False,True
ORD527695,2024-10-14,Tops,1264,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-10-15,2024-10-22,Delivered,False,,,,,,,1,7.0,8.0,,10,October,Monday,Mid (₹1-2K),,True,False,False,False
ORD783597,2024-11-18,Tops,951,Pune,Metro,WH_Bangalore,Prepaid,2024-11-21,2024-11-24,Delivered,False,,,,,,,3,3.0,6.0,,11,November,Monday,Budget (<₹1K),,True,False,False,False
ORD217633,2024-10-06,Tops,1316,Bangalore,Metro,WH_Bangalore,COD,2024-10-07,2024-10-14,Delivered,False,,,,,,,1,7.0,8.0,,10,October,Sunday,Mid (₹1-2K),,True,True,False,False
ORD129631,2025-01-09,Tops,582,Nagpur,Tier2,WH_Hyderabad,Prepaid,2025-01-11,2025-01-15,Delivered,False,,,,,,,2,4.0,6.0,,1,January,Thursday,Budget (<₹1K),,False,False,False,False
ORD860441,2024-10-11,Tops,1600,Raipur,Tier3,WH_Kolkata,COD,2024-10-14,2024-10-22,Delivered,False,,,,,,,3,8.0,11.0,,10,October,Friday,Mid (₹1-2K),,False,True,False,False
