order_id,order_date,category,order_value,city,city_tier,warehouse,payment_method,dispatch_date,delivery_date,delivery_status,is_returned,return_initiated_date,return_reason,refund_completed_date,refund_status,refund_delay_days,sla_breach,total_delivery_days,order_month,is_metro,supply_chain_failure
ORD968570,2024-12-05,Dresses,2511,Nashik,Tier3,WH_Kolkata,Prepaid,2024-12-08,2024-12-14,Delivered,True,2024-12-16,Size/Fit Issue,2024-12-22,Completed,6.0,False,9.0,December,False,False
ORD999807,2025-01-12,Tops,809,Bangalore,Metro,WH_Bangalore,COD,2025-01-15,2025-01-22,Delivered,False,,,,,,,10.0,January,True,False
ORD624809,2025-01-02,Tops,1980,Lucknow,Tier2,WH_Hyderabad,COD,2025-01-05,2025-01-13,Delivered,False,,,,,,,11.0,January,False,False
ORD104170,2024-10-21,Accessories,546,Bangalore,Metro,WH_Bangalore,Prepaid,2024-10-24,2024-10-30,Delivered,False,,,,,,,9.0,October,True,False
ORD702243,2024-10-25,Bottoms,2437,Delhi,Metro,WH_Delhi,Prepaid,2024-10-27,2024-11-02,Delivered,False,,,,,,,8.0,October,True,False
ORD463204,2024-11-07,Footwear,1381,Hyderabad,Metro,WH_Hyderabad,COD,2024-11-10,2024-11-16,Delivered,True,2024-11-26,Changed Mind,2024-11-28,Completed,2.0,False,9.0,November,True,False
ORD788441,2024-12-10,Accessories,1453,Kochi,Tier2,WH_Mumbai,Prepaid,2024-12-11,2024-12-19,Delivered,False,,,,,,,9.0,December,False,False
ORD708594,2024-12-17,Bottoms,1847,Delhi,Metro,WH_Delhi,Prepaid,2024-12-19,2024-12-25,Delivered,False,,,,,,,8.0,December,True,False
ORD180556,2024-12-02,Dresses,3194,Hyderabad,Metro,WH_Hyderabad,COD,2024-12-04,2024-12-07,Delivered,False,,,,,,,5.0,December,True,False
ORD135612,2025-03-01,Tops,684,Kolkata,Metro,WH_Kolkata,Prepaid,2025-03-04,2025-03-10,Delivered,False,,,,,,,9.0,March,True,False
ORD640612,2024-11-20,Dresses,1852,Delhi,Metro,WH_Delhi,Prepaid,2024-11-23,2024-11-28,Delivered,False,,,,,,,8.0,November,True,False
ORD893554,2025-03-03,Accessories,684,Visakhapatnam,Tier2,WH_Kolkata,Prepaid,2025-03-04,2025-03-12,Delivered,False,,,,,,,9.0,March,False,False
ORD191184,2024-11-11,Bottoms,2681,Pune,Metro,WH_Mumbai,Prepaid,2024-11-13,2024-11-20,Delivered,False,,,,,,,9.0,November,True,False
ORD803966,2024-11-30,Dresses,1139,Indore,Tier2,WH_Hyderabad,COD,2024-12-02,2024-12-09,Delivered,True,2024-12-20,Size/Fit Issue,2024-12-21,Completed,1.0,False,9.0,November,False,False
ORD999590,2024-11-29,Tops,1957,Pune,Metro,WH_Delhi,Prepaid,2024-12-02,2024-12-05,Delivered,False,,,,,,,6.0,November,True,False
ORD265615,2024-10-05,Tops,1682,Visakhapatnam,Tier2,WH_Hyderabad,COD,2024-10-07,2024-10-14,Delivered,False,,,,,,,9.0,October,False,False
ORD330518,2025-01-24,Tops,534,Lucknow,Tier2,WH_Delhi,Prepaid,2025-01-27,2025-02-02,Delivered,False,,,,,,,9.0,January,False,False
ORD627734,2024-11-29,Tops,1239,Bhubaneswar,Tier3,WH_Kolkata,COD,2024-12-01,,RTO,False,,,,,,,,November,False,True
ORD771716,2024-10-28,Tops,1787,Coimbatore,Tier2,WH_Mumbai,Prepaid,2024-10-30,2024-11-05,Delivered,False,,,,,,,8.0,October,False,False
ORD400943,2024-11-21,Footwear,2370,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-11-23,,Lost in Transit,False,,,,,,,,November,True,True
ORD373300,2025-01-11,Bottoms,2644,Kolkata,Metro,WH_Kolkata,COD,2025-01-14,2025-01-20,Delivered,True,2025-01-30,Size/Fit Issue,2025-02-27,Pending,28.0,True,9.0,January,True,False
ORD878772,2024-12-29,Tops,1370,Bangalore,Metro,WH_Bangalore,COD,2025-01-01,2025-01-05,Delivered,False,,,,,,,7.0,December,True,False
ORD152510,2025-01-01,Dresses,3057,Coimbatore,Tier2,WH_Kolkata,Prepaid,2025-01-04,2025-01-09,Delivered,True,2025-01-11,Wrong Product Shipped,2025-01-16,Completed,5.0,False,8.0,January,False,False
ORD718446,2024-11-17,Tops,1358,Bhubaneswar,Tier3,WH_Delhi,COD,2024-11-19,2024-11-28,Delivered,False,,,,,,,11.0,November,False,False
ORD151069,2025-03-27,Dresses,3307,Jaipur,Tier2,WH_Bangalore,COD,2025-03-30,2025-04-03,Delivered,False,,,,,,,7.0,March,False,False
ORD917449,2024-12-17,Footwear,1199,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-20,2024-12-23,Delivered,True,2024-12-25,Size/Fit Issue,2024-12-27,Completed,2.0,False,6.0,December,True,False
ORD804142,2024-10-17,Tops,1422,Mumbai,Metro,WH_Mumbai,Prepaid,2024-10-20,2024-10-25,Delivered,True,2024-11-02,Size/Fit Issue,2024-11-03,Completed,1.0,False,8.0,October,True,False
ORD843538,2024-12-01,Tops,1131,Kochi,Tier2,WH_Kolkata,COD,2024-12-03,2024-12-10,Delivered,False,,,,,,,9.0,December,False,False
ORD343245,2025-02-26,Footwear,831,Kochi,Tier2,WH_Hyderabad,COD,2025-03-01,2025-03-06,Delivered,True,2025-03-15,Size/Fit Issue,2025-03-17,Completed,2.0,False,8.0,February,False,False
ORD703183,2025-01-07,Footwear,976,Indore,Tier2,WH_Hyderabad,Prepaid,2025-01-08,2025-01-13,Delivered,False,,,,,,,6.0,January,False,False
ORD467161,2024-12-17,Bottoms,1835,Lucknow,Tier2,WH_Delhi,COD,2024-12-19,2024-12-23,Delivered,True,2025-01-07,Quality/Damage,2025-01-09,Completed,2.0,False,6.0,December,False,False
ORD143882,2024-11-22,Tops,1222,Kolkata,Metro,WH_Kolkata,Prepaid,2024-11-24,2024-11-27,Delivered,False,,,,,,,5.0,November,True,False
ORD274118,2025-03-21,Bottoms,1956,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-22,2025-03-28,Delivered,False,,,,,,,7.0,March,True,False
ORD874195,2025-03-02,Accessories,766,Jaipur,Tier2,WH_Delhi,COD,2025-03-03,2025-03-12,Delivered,False,,,,,,,10.0,March,False,False
ORD539078,2025-01-30,Tops,1380,Indore,Tier2,WH_Mumbai,Prepaid,2025-02-02,2025-02-07,Delivered,False,,,,,,,8.0,January,False,False
ORD649022,2025-02-27,Accessories,444,Nagpur,Tier2,WH_Delhi,Prepaid,2025-03-01,,RTO,False,,,,,,,,February,False,True
ORD322772,2025-02-24,Tops,1462,Coimbatore,Tier2,WH_Hyderabad,Prepaid,2025-02-25,2025-03-03,Delivered,False,,,,,,,7.0,February,False,False
ORD833711,2025-03-19,Footwear,786,Lucknow,Tier2,WH_Hyderabad,COD,2025-03-20,2025-03-27,Delivered,True,2025-04-08,Size/Fit Issue,2025-04-09,Completed,1.0,False,8.0,March,False,False
ORD796788,2024-11-24,Bottoms,2632,Pune,Metro,WH_Mumbai,COD,2024-11-25,2024-12-01,Delivered,True,2024-12-04,Size/Fit Issue,2024-12-07,Completed,3.0,False,7.0,November,True,False
ORD594847,2024-11-03,Accessories,931,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-04,2024-11-07,Delivered,False,,,,,,,4.0,November,True,False
ORD964973,2024-10-29,Tops,1461,Mumbai,Metro,WH_Mumbai,Prepaid,2024-10-31,2024-11-06,Delivered,False,,,,,,,8.0,October,True,False
ORD525713,2025-01-26,Accessories,445,Chennai,Metro,WH_Bangalore,Prepaid,2025-01-27,2025-02-03,Delivered,False,,,,,,,8.0,January,True,False
ORD241320,2024-10-11,Tops,965,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-12,2024-10-18,Delivered,True,2024-10-26,Size/Fit Issue,2024-10-29,Completed,3.0,False,7.0,October,True,False
ORD474888,2025-02-08,Tops,879,Hyderabad,Metro,WH_Hyderabad,COD,2025-02-11,2025-02-15,Delivered,False,,,,,,,7.0,February,True,False
ORD496436,2025-01-23,Bottoms,2969,Chennai,Metro,WH_Bangalore,COD,2025-01-24,2025-01-28,Delivered,True,2025-02-07,Size/Fit Issue,2025-02-11,Completed,4.0,False,5.0,January,True,False
ORD283466,2025-01-07,Footwear,2098,Raipur,Tier3,WH_Kolkata,Prepaid,2025-01-08,2025-01-17,Delivered,False,,,,,,,10.0,January,False,False
ORD982405,2025-01-17,Accessories,828,Chennai,Metro,WH_Bangalore,Prepaid,2025-01-18,2025-01-23,Delivered,False,,,,,,,6.0,January,True,False
ORD574593,2025-01-02,Footwear,1426,Guwahati,Tier3,WH_Bangalore,COD,2025-01-04,2025-01-16,Delivered,False,,,,,,,14.0,January,False,False
ORD950264,2025-02-12,Tops,798,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-02-13,2025-02-20,Delivered,False,,,,,,,8.0,February,True,False
ORD150888,2024-10-31,Tops,1565,Guwahati,Tier3,WH_Bangalore,Prepaid,2024-11-01,2024-11-07,Delivered,False,,,,,,,7.0,October,False,False
ORD429959,2025-01-21,Tops,1010,Chennai,Metro,WH_Bangalore,Prepaid,2025-01-24,2025-01-27,Delivered,True,2025-02-03,Quality/Damage,2025-02-09,Completed,6.0,False,6.0,January,True,False
ORD540884,2025-02-06,Footwear,3357,Mumbai,Metro,WH_Mumbai,Prepaid,2025-02-07,2025-02-14,Delivered,True,2025-02-24,Quality/Damage,2025-03-02,Completed,6.0,False,8.0,February,True,False
ORD628487,2024-11-25,Dresses,3386,Mumbai,Metro,WH_Mumbai,COD,2024-11-27,2024-11-30,Delivered,True,2024-12-08,Color Mismatch,2024-12-08,Completed,0.0,False,5.0,November,True,False
ORD549132,2024-10-16,Dresses,3561,Delhi,Metro,WH_Delhi,Prepaid,2024-10-19,2024-10-24,Delivered,True,2024-11-05,Size/Fit Issue,2024-11-10,Completed,5.0,False,8.0,October,True,False
ORD316603,2025-02-18,Tops,807,Ranchi,Tier3,WH_Delhi,Prepaid,2025-02-20,2025-02-28,Delivered,True,2025-03-13,Size/Fit Issue,2025-03-19,Completed,6.0,False,10.0,February,False,False
ORD156200,2024-12-28,Dresses,2296,Mumbai,Metro,WH_Mumbai,Prepaid,2024-12-31,2025-01-07,Delivered,False,,,,,,,10.0,December,True,False
ORD768957,2024-11-06,Accessories,692,Bhubaneswar,Tier3,WH_Hyderabad,Prepaid,2024-11-09,,Lost in Transit,False,,,,,,,,November,False,True
ORD770916,2024-11-23,Accessories,639,Kolkata,Metro,WH_Kolkata,COD,2024-11-26,2024-11-30,Delivered,False,,,,,,,7.0,November,True,False
ORD495875,2024-10-31,Tops,1574,Pune,Metro,WH_Kolkata,COD,2024-11-01,2024-11-08,Delivered,False,,,,,,,8.0,October,True,False
ORD496187,2025-02-28,Bottoms,1826,Indore,Tier2,WH_Kolkata,Prepaid,2025-03-02,2025-03-07,Delivered,False,,,,,,,7.0,February,False,False
ORD326072,2025-03-13,Accessories,349,Indore,Tier2,WH_Delhi,COD,2025-03-16,2025-03-25,Delivered,False,,,,,,,12.0,March,False,False
ORD592394,2025-02-23,Tops,1408,Kolkata,Metro,WH_Kolkata,COD,2025-02-25,2025-03-04,Delivered,False,,,,,,,9.0,February,True,False
ORD298401,2024-11-03,Footwear,3200,Kolkata,Metro,WH_Kolkata,Prepaid,2024-11-04,2024-11-09,Delivered,True,2024-11-22,Size/Fit Issue,2024-11-29,Completed,7.0,False,6.0,November,True,False
ORD284235,2025-03-31,Tops,784,Lucknow,Tier2,WH_Hyderabad,Prepaid,2025-04-03,,RTO,False,,,,,,,,March,False,True
ORD901417,2025-01-11,Footwear,2126,Lucknow,Tier2,WH_Delhi,COD,2025-01-14,2025-01-23,Delivered,True,2025-02-01,Quality/Damage,2025-02-02,Completed,1.0,False,12.0,January,False,False
ORD458325,2025-01-05,Dresses,1262,Bangalore,Metro,WH_Bangalore,Prepaid,2025-01-08,2025-01-15,Delivered,False,,,,,,,10.0,January,True,False
ORD350647,2024-10-24,Tops,506,Nagpur,Tier2,WH_Mumbai,COD,2024-10-25,2024-10-30,Delivered,True,2024-11-14,Size/Fit Issue,2024-11-16,Completed,2.0,False,6.0,October,False,False
ORD629621,2024-11-10,Footwear,2643,Chennai,Metro,WH_Bangalore,Prepaid,2024-11-12,2024-11-19,Delivered,True,2024-11-27,Size/Fit Issue,2024-12-03,Completed,6.0,False,9.0,November,True,False
ORD891684,2025-02-19,Tops,1236,Chennai,Metro,WH_Bangalore,COD,2025-02-20,2025-02-27,Delivered,False,,,,,,,8.0,February,True,False
ORD557898,2025-03-19,Bottoms,1177,Delhi,Metro,WH_Delhi,Prepaid,2025-03-20,2025-03-25,Delivered,True,2025-04-01,Size/Fit Issue,2025-04-09,Completed,8.0,True,6.0,March,True,False
ORD666120,2025-01-15,Dresses,2284,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-01-17,2025-01-21,Delivered,True,2025-01-28,Size/Fit Issue,2025-02-18,Pending,21.0,True,6.0,January,True,False
ORD813119,2025-02-14,Tops,1601,Guwahati,Tier3,WH_Delhi,Prepaid,2025-02-15,,RTO,False,,,,,,,,February,False,True
ORD278256,2025-01-03,Tops,1398,Coimbatore,Tier2,WH_Delhi,Prepaid,2025-01-06,2025-01-15,Delivered,False,,,,,,,12.0,January,False,False
ORD514250,2025-01-30,Bottoms,1673,Kochi,Tier2,WH_Kolkata,COD,2025-01-31,2025-02-05,Delivered,True,2025-02-19,Size/Fit Issue,2025-02-20,Completed,1.0,False,6.0,January,False,False
ORD506265,2024-10-13,Accessories,1259,Jaipur,Tier2,WH_Delhi,Prepaid,2024-10-16,2024-10-21,Delivered,False,,,,,,,8.0,October,False,False
ORD114975,2024-12-02,Dresses,3870,Lucknow,Tier2,WH_Kolkata,COD,2024-12-04,2024-12-12,Delivered,False,,,,,,,10.0,December,False,False
ORD397776,2025-03-22,Accessories,875,Chennai,Metro,WH_Bangalore,Prepaid,2025-03-23,2025-03-29,Delivered,False,,,,,,,7.0,March,True,False
ORD351178,2024-12-07,Dresses,3669,Kolkata,Metro,WH_Kolkata,Prepaid,2024-12-10,,Damaged in Transit,False,,,,,,,,December,True,True
ORD199632,2024-10-18,Dresses,3823,Mysore,Tier3,WH_Mumbai,Prepaid,2024-10-20,2024-11-01,Delivered,True,2024-11-04,Size/Fit Issue,2024-11-07,Completed,3.0,False,14.0,October,False,False
ORD250656,2025-02-14,Tops,1242,Nagpur,Tier2,WH_Bangalore,COD,2025-02-16,2025-02-20,Delivered,False,,,,,,,6.0,February,False,False
ORD447383,2025-01-27,Footwear,2248,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-01-28,2025-02-02,Delivered,True,2025-02-16,Size/Fit Issue,2025-02-19,Completed,3.0,False,6.0,January,True,False
ORD101921,2025-02-10,Tops,1578,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-11,,Damaged in Transit,False,,,,,,,,February,True,True
ORD866628,2025-01-17,Accessories,388,Pune,Metro,WH_Mumbai,COD,2025-01-18,2025-01-21,Delivered,False,,,,,,,4.0,January,True,False
ORD719852,2024-10-07,Tops,711,Kochi,Tier2,WH_Kolkata,Prepaid,2024-10-09,2024-10-15,Delivered,True,2024-10-29,Changed Mind,2024-11-05,Completed,7.0,False,8.0,October,False,False
ORD211099,2025-01-08,Dresses,1548,Visakhapatnam,Tier2,WH_Bangalore,COD,2025-01-10,2025-01-14,Delivered,True,2025-01-25,Quality/Damage,2025-01-30,Completed,5.0,False,6.0,January,False,False
ORD670789,2024-12-15,Footwear,2626,Raipur,Tier3,WH_Delhi,Prepaid,2024-12-16,2024-12-25,Delivered,False,,,,,,,10.0,December,False,False
ORD286331,2025-03-26,Tops,812,Nagpur,Tier2,WH_Delhi,COD,2025-03-29,2025-04-04,Delivered,True,2025-04-09,Size/Fit Issue,2025-04-10,Completed,1.0,False,9.0,March,False,False
ORD114665,2025-01-28,Accessories,437,Mumbai,Metro,WH_Mumbai,Prepaid,2025-01-31,2025-02-04,Delivered,False,,,,,,,7.0,January,True,False
ORD493071,2024-10-09,Accessories,798,Delhi,Metro,WH_Delhi,COD,2024-10-11,2024-10-14,Delivered,False,,,,,,,5.0,October,True,False
ORD554789,2025-01-24,Bottoms,1833,Jaipur,Tier2,WH_Hyderabad,Prepaid,2025-01-26,2025-01-31,Delivered,False,,,,,,,7.0,January,False,False
ORD913908,2024-11-03,Dresses,1329,Bhubaneswar,Tier3,WH_Bangalore,COD,2024-11-05,2024-11-13,Delivered,True,2024-11-25,Quality/Damage,2024-11-27,Completed,2.0,False,10.0,November,False,False
ORD278996,2025-02-24,Tops,1630,Kolkata,Metro,WH_Kolkata,COD,2025-02-26,2025-03-05,Delivered,True,2025-03-06,Size/Fit Issue,2025-03-09,Completed,3.0,False,9.0,February,True,False
ORD288641,2025-02-09,Dresses,3247,Kochi,Tier2,WH_Mumbai,Prepaid,2025-02-11,2025-02-16,Delivered,True,2025-02-26,Wrong Product Shipped,2025-03-02,Completed,4.0,False,7.0,February,False,False
ORD813100,2025-01-01,Dresses,1452,Delhi,Metro,WH_Delhi,Prepaid,2025-01-03,2025-01-06,Delivered,False,,,,,,,5.0,January,True,False
ORD265593,2025-01-17,Accessories,1179,Ranchi,Tier3,WH_Delhi,Prepaid,2025-01-19,2025-01-31,Delivered,False,,,,,,,14.0,January,False,False
ORD159816,2025-02-02,Accessories,765,Pune,Metro,WH_Delhi,COD,2025-02-04,2025-02-11,Delivered,True,2025-02-26,Quality/Damage,2025-02-28,Completed,2.0,False,9.0,February,True,False
ORD350200,2024-10-16,Accessories,644,Delhi,Metro,WH_Delhi,COD,2024-10-17,2024-10-21,Delivered,False,,,,,,,5.0,October,True,False
ORD729516,2025-01-12,Bottoms,1421,Kolkata,Metro,WH_Kolkata,Prepaid,2025-01-15,2025-01-20,Delivered,True,2025-02-02,Size/Fit Issue,2025-02-03,Completed,1.0,False,8.0,January,True,False
ORD812161,2024-12-01,Footwear,3330,Chennai,Metro,WH_Bangalore,COD,2024-12-03,2024-12-10,Delivered,False,,,,,,,9.0,December,True,False
ORD378939,2024-11-11,Tops,1996,Visakhapatnam,Tier2,WH_Hyderabad,Prepaid,2024-11-13,2024-11-17,Delivered,True,2024-11-18,Size/Fit Issue,2024-11-22,Completed,4.0,False,6.0,November,False,False
ORD771681,2024-12-07,Accessories,495,Kolkata,Metro,WH_Kolkata,Prepaid,2024-12-10,2024-12-14,Delivered,False,,,,,,,7.0,December,True,False
ORD719480,2025-03-18,Bottoms,2909,Nashik,Tier3,WH_Bangalore,Prepaid,2025-03-19,2025-03-25,Delivered,False,,,,,,,7.0,March,False,False
ORD385613,2025-03-23,Footwear,2728,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-25,2025-03-30,Delivered,True,2025-04-02,Size/Fit Issue,2025-04-09,Completed,7.0,False,7.0,March,True,False
ORD589291,2025-02-04,Tops,713,Delhi,Metro,WH_Delhi,Prepaid,2025-02-07,2025-02-12,Delivered,True,2025-02-20,Size/Fit Issue,2025-02-28,Completed,8.0,True,8.0,February,True,False
ORD342750,2025-02-25,Footwear,992,Mumbai,Metro,WH_Mumbai,COD,2025-02-26,2025-03-03,Delivered,False,,,,,,,6.0,February,True,False
ORD110365,2024-10-10,Accessories,823,Delhi,Metro,WH_Delhi,Prepaid,2024-10-12,2024-10-19,Delivered,False,,,,,,,9.0,October,True,False
ORD655700,2025-01-12,Accessories,1295,Nagpur,Tier2,WH_Delhi,Prepaid,2025-01-14,2025-01-20,Delivered,False,,,,,,,8.0,January,False,False
ORD524527,2025-01-07,Footwear,2511,Mumbai,Metro,WH_Mumbai,COD,2025-01-08,2025-01-11,Delivered,False,,,,,,,4.0,January,True,False
ORD992549,2025-01-31,Bottoms,1223,Nagpur,Tier2,WH_Delhi,Prepaid,2025-02-01,2025-02-09,Delivered,True,2025-02-16,Size/Fit Issue,2025-02-17,Completed,1.0,False,9.0,January,False,False
ORD320941,2025-02-08,Tops,814,Pune,Metro,WH_Bangalore,Prepaid,2025-02-09,2025-02-16,Delivered,False,,,,,,,8.0,February,True,False
ORD104977,2024-12-20,Dresses,3378,Delhi,Metro,WH_Delhi,Prepaid,2024-12-22,2024-12-25,Delivered,True,2025-01-04,Changed Mind,2025-01-05,Completed,1.0,False,5.0,December,True,False
ORD444571,2025-02-03,Accessories,1063,Chennai,Metro,WH_Bangalore,COD,2025-02-06,2025-02-12,Delivered,False,,,,,,,9.0,February,True,False
ORD686069,2024-10-16,Tops,1863,Lucknow,Tier2,WH_Mumbai,Prepaid,2024-10-18,2024-10-25,Delivered,False,,,,,,,9.0,October,False,False
ORD582274,2024-12-22,Bottoms,1870,Delhi,Metro,WH_Delhi,COD,2024-12-23,2024-12-27,Delivered,False,,,,,,,5.0,December,True,False
ORD380632,2024-11-12,Footwear,2809,Hyderabad,Metro,WH_Hyderabad,Prepaid,2024-11-15,2024-11-19,Delivered,False,,,,,,,7.0,November,True,False
ORD899930,2025-01-02,Footwear,3154,Rajkot,Tier3,WH_Bangalore,COD,2025-01-03,2025-01-15,Delivered,False,,,,,,,13.0,January,False,False
ORD647271,2025-03-19,Accessories,1007,Hyderabad,Metro,WH_Hyderabad,Prepaid,2025-03-20,2025-03-27,Delivered,False,,,,,,,8.0,March,True,False
ORD348239,2024-12-16,Tops,560,Kochi,Tier2,WH_Mumbai,Prepaid,2024-12-17,2024-12-25,Delivered,False,,,,,,,9.0,December,False,False
ORD854773,2024-12-19,Tops,1172,Chennai,Metro,WH_Bangalore,Prepaid,2024-12-22,2024-12-28,Delivered,False,,,,,,,9.0,December,True,False
ORD138735,2024-12-12,Tops,1704,Kolkata,Metro,WH_Kolkata,COD,2024-12-13,2024-12-19,Delivered,False,,,,,,,7.0,December,True,False
ORD171148,2025-03-06,Tops,1245,Bangalore,Metro,WH_Bangalore,COD,2025-03-08,2025-03-14,Delivered,True,2025-03-21,Quality/Damage,2025-04-10,Pending,20.0,True,8.0,March,True,False
ORD132840,2025-03-21,Bottoms,1826,Lucknow,Tier2,WH_Mumbai,COD,2025-03-23,2025-03-30,Delivered,False,,,,,,,9.0,March,False,False
ORD990155,2025-02-28,Dresses,1208,Nashik,Tier3,WH_Hyderabad,COD,2025-03-03,,Damaged in Transit,False,,,,,,,,February,False,True
ORD949721,2024-10-31,Dresses,3761,Pune,Metro,WH_Kolkata,Prepaid,2024-11-02,2024-11-07,Delivered,False,,,,,,,7.0,October,True,False
ORD133236,2025-02-01,Tops,1960,Kolkata,Metro,WH_Kolkata,COD,2025-02-02,2025-02-09,Delivered,False,,,,,,,8.0,February,True,False
ORD630841,2025-01-27,Dresses,2858,Pune,Metro,WH_Mumbai,Prepaid,2025-01-30,2025-02-06,Delivered,True,2025-02-13,Size/Fit Issue,2025-02-21,Completed,8.0,True,10.0,January,True,False
ORD585064,2024-11-18,Tops,1339,Lucknow,Tier2,WH_Delhi,COD,2024-11-20,2024-11-24,Delivered,True,2024-12-03,Size/Fit Issue,2024-12-04,Completed,1.0,False,6.0,November,False,False
ORD561010,2025-02-22,Footwear,2417,Kochi,Tier2,WH_Kolkata,COD,2025-02-23,2025-03-02,Delivered,False,,,,,,,8.0,February,False,False
ORD600234,2025-03-29,Tops,1623,Delhi,Metro,WH_Delhi,COD,2025-04-01,2025-04-08,Delivered,False,,,,,,,10.0,March,True,False
ORD274321,2025-02-05,Footwear,3001,Visakhapatnam,Tier2,WH_Hyderabad,COD,2025-02-08,2025-02-16,Delivered,False,,,,,,,11.0,February,False,False
ORD780026,2024-11-14,Bottoms,1061,Bangalore,Metro,WH_Bangalore,COD,2024-11-16,,Damaged in Transit,False,,,,,,,,November,True,True
ORD655565,2024-12-16,Footwear,2123,Mumbai,Metro,WH_Mumbai,COD,2024-12-18,2024-12-22,Delivered,False,,,,,,,6.0,December,True,False
ORD337932,2024-10-18,Tops,1068,Kochi,Tier2,WH_Delhi,Prepaid,2024-10-20,2024-10-25,Delivered,True,2024-10-31,Wrong Product Shipped,2024-11-01,Completed,1.0,False,7.0,October,False,False
ORD523162,2025-02-06,Dresses,3018,Jaipur,Tier2,WH_Mumbai,Prepaid,2025-02-08,2025-02-14,Delivered,True,2025-02-26,Size/Fit Issue,2025-03-08,Completed,10.0,True,8.0,February,False,False
ORD200116,2024-12-11,Tops,1124,Pune,Metro,WH_Mumbai,COD,2024-12-12,2024-12-17,Delivered,True,2024-12-25,Size/Fit Issue,2024-12-27,Completed,2.0,False,6.0,December,True,False
ORD147328,2024-11-10,Footwear,1202,Lucknow,Tier2,WH_Mumbai,Prepaid,2024-11-13,2024-11-17,Delivered,False,,,,,,,7.0,November,False,False
ORD736765,2025-02-04,Accessories,1495,Lucknow,Tier2,WH_Kolkata,Prepaid,2025-02-07,2025-02-12,Delivered,False,,,,,,,8.0,February,False,False
ORD627750,2025-03-21,Bottoms,2050,Raipur,Tier3,WH_Delhi,Prepaid,2025-03-23,2025-04-03,Delivered,True,2025-04-13,Size/Fit Issue,2025-04-19,Completed,6.0,False,13.0,March,False,False
ORD703689,2025-03-05,Dresses,2534,Delhi,Metro,WH_Delhi,COD,2025-03-08,2025-03-14,Delivered,False,,,,,,,9.0,March,True,False
ORD951913,2025-01-16,Footwear,3283,Chennai,Metro,WH_Bangalore,COD,2025-01-18,2025-01-23,Delivered,False,,,,,,,7.0,January,True,False
ORD976412,2025-01-29,Tops,1646,Visakhapatnam,Tier2,WH_Delhi,Prepaid,2025-02-01,2025-02-05,Delivered,False,,,,,,,7.0,January,False,False
ORD980287,2025-03-31,Dresses,1767,Raipur,Tier3,WH_Hyderabad,COD,2025-04-03,2025-04-11,Delivered,False,,,,,,,11.0,March,False,False
ORD718755,2024-10-17,Tops,1379,Kolkata,Metro,WH_Kolkata,Prepaid,2024-10-19,2024-10-24,Delivered,True,2024-10-31,Changed Mind,2024-11-21,Pending,21.0,True,7.0,October,True,False
ORD766033,2024-10-30,Tops,1091,Bhubaneswar,Tier3,WH_Delhi,Prepaid,2024-11-02,,Damaged in Transit,False,,,,,,,,October,False,True
ORD164243,2024-11-12,Footwear,2243,Bangalore,Metro,WH_Bangalore,Prepaid,2024-11-13,2024-11-17,Delivered,False,,,,,,,5.0,November,True,False
ORD528876,2025-03-26,Tops,1511,Chennai,Metro,WH_Bangalore,COD,2025-03-28,2025-03-31,Delivered,False,,,,,,,5.0,March,True,False
ORD263315,2025-01-25,Tops,1946,Coimbatore,Tier2,WH_Kolkata,Prepaid,2025-01-26,2025-01-31,Delivered,False,,,,,,,6.0,January,False,False
ORD441621,2024-10-05,Tops,1104,Chennai,Metro,WH_Bangalore,COD,2024-10-08,2024-10-15,Delivered,False,,,,,,,10.0,October,True,False
ORD124656,2025-03-28,Footwear,1561,Bangalore,Metro,WH_Bangalore,COD,2025-03-31,2025-04-06,Delivered,False,,,,,,,9.0,March,True,False
ORD526982,2025-01-29,Accessories,576,Chennai,Metro,WH_Bangalore,Prepaid,2025-01-31,,Damaged in Transit,False,,,,,,,,January,True,True
ORD874103,2024-12-31,Bottoms,1808,Bangalore,Metro,WH_Bangalore,Prepaid,2025-01-02,2025-01-06,Delivered,False,,,,,,,6.0,December,True,False
ORD434042,2025-02-10,Footwear,2423,Bangalore,Metro,WH_Bangalore,Prepaid,2025-02-12,2025-02-18,Delivered,True,2025-02-23,Wrong Product Shipped,2025-03-04,Completed,9.0,True,8.0,February,True,False
ORD590097,2025-02-11,Footwear,3375,Lucknow,Tier2,WH_Mumbai,Prepaid,2025-02-14,2025-02-22,Delivered,True,2025-03-06,Size/Fit Issue,2025-03-12,Completed,6.0,False,11.0,February,False,False
ORD435830,2025-03-31,Dresses,1133,Bangalore,Metro,WH_Bangalore,COD,2025-04-02,2025-04-06,Delivered,True,2025-04-18,Wrong Product Shipped,2025-04-22,Completed,4.0,False,6.0,March,True,False
